endereco_cep,endereco_municipio,endereco_uf,endereco_regiao,endereco_mesorregiao
15997302,MATAO,SP,SUDESTE,ARARAQUARA
04928100,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
11060001,SANTOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
90480002,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
69070480,MANAUS,AM,NORTE,CENTRO AMAZONENSE
31310530,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
60813670,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
24943180,MARICA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
91150132,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
78550400,SINOP,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
02030000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
54290041,JABOATAO DOS GUARARAPES,PE,NORDESTE,METROPOLITANA DE RECIFE
72428010,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
55540973,PALMARES,PE,NORDESTE,MATA PERNAMBUCANA
38760000,SERRA DO SALITRE,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
99712332,ERECHIM,RS,SUL,NOROESTE RIO GRANDENSE
30810230,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
64650000,MONSENHOR HIPOLITO,PI,NORDESTE,SUDESTE PIAUIENSE
11025905,SANTOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
48420000,ANTAS,BA,NORDESTE,NORDESTE BAIANO
32425085,IBIRITE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
13101011,CAMPINAS,SP,SUDESTE,CAMPINAS
87509060,UMUARAMA,PR,SUL,NOROESTE PARANAENSE
29216180,GUARAPARI,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
79980000,MUNDO NOVO,MS,CENTRO-OESTE,SUDOESTE DE MATO GROSSO DO SUL
13057540,CAMPINAS,SP,SUDESTE,CAMPINAS
02310001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
35680329,ITAUNA,MG,SUDESTE,OESTE DE MINAS
83050140,SAO JOSE DOS PINHAIS,PR,SUL,METROPOLITANA DE CURITIBA
13840970,MOGI GUACU,SP,SUDESTE,CAMPINAS
37062840,VARGINHA,MG,SUDESTE,SUL SUDOESTE DE MINAS
69057030,MANAUS,AM,NORTE,CENTRO AMAZONENSE
56320195,PETROLINA,PE,NORDESTE,SAO FRANCISCO PERNAMBUCANO
45710000,ITORORO,BA,NORDESTE,CENTRO SUL BAIANO
78700180,RONDONOPOLIS,MT,CENTRO-OESTE,SUDESTE MATO GROSSENSE
44001216,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
65078300,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
53690000,ARACOIABA,PE,NORDESTE,METROPOLITANA DE RECIFE
87308450,CAMPO MOURAO,PR,SUL,CENTRO OCIDENTAL PARANAENSE
09015510,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
11410440,GUARUJA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
83203560,PARANAGUA,PR,SUL,METROPOLITANA DE CURITIBA
37150000,CARMO DO RIO CLARO,MG,SUDESTE,SUL SUDOESTE DE MINAS
61663015,CAUCAIA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
08773660,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
16204153,BIRIGUI,SP,SUDESTE,ARACATUBA
09175770,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
34710010,SABARA,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
12239830,SAO JOSE DOS CAMPOS,SP,SUDESTE,VALE DO PARAIBA PAULISTA
01318903,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
26310010,QUEIMADOS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
82015000,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
31540410,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
40040340,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
76964038,CACOAL,RO,NORTE,LESTE RONDONIENSE
31370710,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
32240070,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
86050500,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
95580000,TRES CACHOEIRAS,RS,SUL,METROPOLITANA DE PORTO ALEGRE
25935188,MAGE,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
69065050,MANAUS,AM,NORTE,CENTRO AMAZONENSE
15051658,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
35790198,CURVELO,MG,SUDESTE,CENTRAL MINEIRA
91050170,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
89164192,RIO DO SUL,SC,SUL,VALE DO ITAJAI
85065190,GUARAPUAVA,PR,SUL,CENTRO SUL PARANAENSE
48120000,POJUCA,BA,NORDESTE,METROPOLITANA DE SALVADOR
83215722,PARANAGUA,PR,SUL,METROPOLITANA DE CURITIBA
38406289,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
29155472,CARIACICA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
16200071,BIRIGUI,SP,SUDESTE,ARACATUBA
95765000,BOM PRINCIPIO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
83607385,CAMPO LARGO,PR,SUL,METROPOLITANA DE CURITIBA
12960000,NAZARE PAULISTA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
69082267,MANAUS,AM,NORTE,CENTRO AMAZONENSE
31515100,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
65058309,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
06473000,BARUERI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
15900082,TAQUARITINGA,SP,SUDESTE,RIBEIRAO PRETO
69076230,MANAUS,AM,NORTE,CENTRO AMAZONENSE
04705000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
58135000,ESPERANCA,PB,NORDESTE,AGRESTE PARAIBANO
77270000,PALMAS,TO,NORTE,ORIENTAL DO TOCANTINS
44780000,ANTONIO GONCALVES,BA,NORDESTE,CENTRO NORTE BAIANO
04421160,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
08743090,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
60425800,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
44006375,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
27283370,VOLTA REDONDA,RJ,SUDESTE,SUL FLUMINENSE
79002061,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
70864030,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
59227970,LAGOA D ANTA,RN,NORDESTE,AGRESTE POTIGUAR
89030103,BLUMENAU,SC,SUL,VALE DO ITAJAI
18315000,RIBEIRAO GRANDE,SP,SUDESTE,ITAPETININGA
18407130,ITAPEVA,SP,SUDESTE,ITAPETININGA
04805110,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
69099391,MANAUS,AM,NORTE,CENTRO AMAZONENSE
69060010,MANAUS,AM,NORTE,CENTRO AMAZONENSE
09080320,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
89225610,JOINVILLE,SC,SUL,NORTE CATARINENSE
59114720,NATAL,RN,NORDESTE,LESTE POTIGUAR
75133777,ANAPOLIS,GO,CENTRO-OESTE,CENTRO GOIANO
68502700,MARABA,PA,NORTE,SUDESTE PARAENSE
36120000,MATIAS BARBOSA,MG,SUDESTE,ZONA DA MATA
78058688,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
20540156,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
14093628,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
02983020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29051160,VITORIA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
89040313,BLUMENAU,SC,SUL,VALE DO ITAJAI
90880150,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
77480000,ALVORADA,TO,NORTE,OCIDENTAL DO TOCANTINS
21230180,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
91420612,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
96230000,SANTA VITORIA DO PALMAR,RS,SUL,SUDESTE RIO GRANDENSE
69045430,MANAUS,AM,NORTE,CENTRO AMAZONENSE
02324080,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
49010660,ARACAJU,SE,NORDESTE,LESTE SERGIPANO
75387534,TRINDADE,GO,CENTRO-OESTE,CENTRO GOIANO
78015105,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
57945000,PORTO DE PEDRAS,AL,NORDESTE,LESTE ALAGOANO
68553297,REDENCAO,PA,NORTE,SUDESTE PARAENSE
22020002,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
30421410,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
60731802,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
18470000,RIVERSUL,SP,SUDESTE,ITAPETININGA
11760000,ITARIRI,SP,SUDESTE,LITORAL SUL PAULISTA
86044324,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
20091030,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
75071650,ANAPOLIS,GO,CENTRO-OESTE,CENTRO GOIANO
13320370,SALTO,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
03170050,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
25615024,PETROPOLIS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
23885000,MANGARATIBA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
95280000,SAO JOSE DOS AUSENTES,RS,SUL,NORDESTE RIO GRANDENSE
65665000,SAO JOAO DOS PATOS,MA,NORDESTE,LESTE MARANHENSE
69048382,MANAUS,AM,NORTE,CENTRO AMAZONENSE
38650000,BONFINOPOLIS DE MINAS,MG,SUDESTE,NOROESTE DE MINAS
33120483,SANTA LUZIA,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
13634058,PIRASSUNUNGA,SP,SUDESTE,CAMPINAS
73807795,FORMOSA,GO,CENTRO-OESTE,LESTE GOIANO
37550056,POUSO ALEGRE,MG,SUDESTE,SUL SUDOESTE DE MINAS
88110400,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
85927600,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
23028713,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
23032450,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
18080080,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
76975810,ESPIGAO DO OESTE,RO,NORTE,LESTE RONDONIENSE
91370190,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
51030300,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
13219070,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
58411160,CAMPINA GRANDE,PB,NORDESTE,AGRESTE PARAIBANO
39402053,MONTES CLAROS,MG,SUDESTE,NORTE DE MINAS
85710970,SANTO ANTONIO DO SUDOESTE,PR,SUL,SUDOESTE PARANAENSE
51200070,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
22261000,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
99010270,PASSO FUNDO,RS,SUL,NOROESTE RIO GRANDENSE
13054414,CAMPINAS,SP,SUDESTE,CAMPINAS
52051305,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
18270370,TATUI,SP,SUDESTE,ITAPETININGA
87005040,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
99525000,SANTO ANTONIO DO PLANALTO,RS,SUL,NOROESTE RIO GRANDENSE
04455310,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
68925180,SANTANA,AP,NORTE,SUL DO AMAPA
14404241,FRANCA,SP,SUDESTE,RIBEIRAO PRETO
15060035,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
97015140,SANTA MARIA,RS,SUL,CENTRO OCIDENTAL RIO GRANDENSE
88102000,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
78255000,JAURU,MT,CENTRO-OESTE,SUDOESTE MATO GROSSENSE
03981110,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
01049901,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
89801902,CHAPECO,SC,SUL,OESTE CATARINENSE
76987169,VILHENA,RO,NORTE,LESTE RONDONIENSE
21721210,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
77001542,PALMAS,TO,NORTE,ORIENTAL DO TOCANTINS
21520795,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
83702080,ARAUCARIA,PR,SUL,METROPOLITANA DE CURITIBA
27175000,PIRAI,RJ,SUDESTE,SUL FLUMINENSE
53441600,PAULISTA,PE,NORDESTE,METROPOLITANA DE RECIFE
38709899,PATOS DE MINAS,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
86800020,APUCARANA,PR,SUL,NORTE CENTRAL PARANAENSE
45204257,JEQUIE,BA,NORDESTE,CENTRO SUL BAIANO
79601970,TRES LAGOAS,MS,CENTRO-OESTE,LESTE DE MATO GROSSO DO SUL
22641190,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
57061020,MACEIO,AL,NORDESTE,LESTE ALAGOANO
64222000,CAJUEIRO DA PRAIA,PI,NORDESTE,NORTE PIAUIENSE
80060010,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
73401627,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
08331130,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88058600,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
30516330,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
70660900,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
22245150,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
20040030,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
84178210,CASTRO,PR,SUL,CENTRO ORIENTAL PARANAENSE
59360000,PARELHAS,RN,NORDESTE,CENTRAL POTIGUAR
88037620,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
77807095,ARAGUAINA,TO,NORTE,OCIDENTAL DO TOCANTINS
09530700,SAO CAETANO DO SUL,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04090004,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04515001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
73802005,FORMOSA,GO,CENTRO-OESTE,LESTE GOIANO
75103230,ANAPOLIS,GO,CENTRO-OESTE,CENTRO GOIANO
35510000,CARMO DO CAJURU,MG,SUDESTE,OESTE DE MINAS
02254070,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
03610010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
08473370,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
72927845,AGUAS LINDAS DE GOIAS,GO,CENTRO-OESTE,LESTE GOIANO
80320120,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
21220450,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
28051060,CAMPOS DOS GOYTACAZES,RJ,SUDESTE,NORTE FLUMINENSE
78555084,SINOP,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
12216470,SAO JOSE DOS CAMPOS,SP,SUDESTE,VALE DO PARAIBA PAULISTA
31550240,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
86380000,ANDIRA,PR,SUL,NORTE PIONEIRO PARANAENSE
16570000,GUARANTA,SP,SUDESTE,BAURU
88900231,ARARANGUA,SC,SUL,SUL CATARINENSE
23095606,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
91796022,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
65076730,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
14745000,TERRA ROXA,SP,SUDESTE,RIBEIRAO PRETO
35720000,MATOZINHOS,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
05782350,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
42702770,LAURO DE FREITAS,BA,NORDESTE,METROPOLITANA DE SALVADOR
95995000,ARVOREZINHA,RS,SUL,NORDESTE RIO GRANDENSE
06663550,ITAPEVI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
61814328,PACATUBA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
58075510,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
29151080,CARIACICA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
02987000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14870515,JABOTICABAL,SP,SUDESTE,RIBEIRAO PRETO
14085000,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
20510060,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
79641300,TRES LAGOAS,MS,CENTRO-OESTE,LESTE DE MATO GROSSO DO SUL
23914465,ANGRA DOS REIS,RJ,SUDESTE,SUL FLUMINENSE
45055816,VITORIA DA CONQUISTA,BA,NORDESTE,CENTRO SUL BAIANO
76965618,CACOAL,RO,NORTE,LESTE RONDONIENSE
13308248,ITU,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
97760000,JAGUARI,RS,SUL,CENTRO OCIDENTAL RIO GRANDENSE
07190020,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
69053140,MANAUS,AM,NORTE,CENTRO AMAZONENSE
04291000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
31655290,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
56312035,PETROLINA,PE,NORDESTE,SAO FRANCISCO PERNAMBUCANO
13669899,PORTO FERREIRA,SP,SUDESTE,CAMPINAS
14890210,JABOTICABAL,SP,SUDESTE,RIBEIRAO PRETO
56670000,BETANIA,PE,NORDESTE,SERTAO PERNAMBUCANO
77970000,PRAIA NORTE,TO,NORTE,OCIDENTAL DO TOCANTINS
35700482,SETE LAGOAS,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
67120440,ANANINDEUA,PA,NORTE,METROPOLITANA DE BELEM
36031290,JUIZ DE FORA,MG,SUDESTE,ZONA DA MATA
95300000,LAGOA VERMELHA,RS,SUL,NORDESTE RIO GRANDENSE
86806420,APUCARANA,PR,SUL,NORTE CENTRAL PARANAENSE
38610283,UNAI,MG,SUDESTE,NOROESTE DE MINAS
08573280,ITAQUAQUECETUBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14098127,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
78559558,SINOP,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
38414532,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
99850000,PAIM FILHO,RS,SUL,NOROESTE RIO GRANDENSE
88705060,TUBARAO,SC,SUL,SUL CATARINENSE
59020200,NATAL,RN,NORDESTE,LESTE POTIGUAR
31110000,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
02319000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
39800109,TEOFILO OTONI,MG,SUDESTE,VALE DO MUCURI
06726360,COTIA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29151809,CARIACICA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
11601033,SAO SEBASTIAO,SP,SUDESTE,VALE DO PARAIBA PAULISTA
88307165,ITAJAI,SC,SUL,VALE DO ITAJAI
97010440,SANTA MARIA,RS,SUL,CENTRO OCIDENTAL RIO GRANDENSE
86080000,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
94040350,GRAVATAI,RS,SUL,METROPOLITANA DE PORTO ALEGRE
38703036,PATOS DE MINAS,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
18730057,ITAI,SP,SUDESTE,BAURU
40290030,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
12703600,CRUZEIRO,SP,SUDESTE,VALE DO PARAIBA PAULISTA
51350290,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
60050125,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
25272230,DUQUE DE CAXIAS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
70742070,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
32280480,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
13188030,HORTOLANDIA,SP,SUDESTE,CAMPINAS
02934401,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
11800000,JUQUIA,SP,SUDESTE,LITORAL SUL PAULISTA
29945540,SAO MATEUS,ES,SUDESTE,LITORAL NORTE ESPIRITO SANTENSE
13573054,SAO CARLOS,SP,SUDESTE,ARARAQUARA
14883430,JABOTICABAL,SP,SUDESTE,RIBEIRAO PRETO
83408280,COLOMBO,PR,SUL,METROPOLITANA DE CURITIBA
53510420,ABREU E LIMA,PE,NORDESTE,METROPOLITANA DE RECIFE
04360020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
69340000,MUCAJAI,RR,NORTE,SUL DE RORAIMA
63200000,MISSAO VELHA,CE,NORDESTE,SUL CEARENSE
38400118,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
85230970,SANTA MARIA DO OESTE,PR,SUL,CENTRO SUL PARANAENSE
89228042,JOINVILLE,SC,SUL,NORTE CATARINENSE
88502170,LAGES,SC,SUL,SERRANA
76813246,PORTO VELHO,RO,NORTE,MADEIRA GUAPORE
85859250,FOZ DO IGUACU,PR,SUL,OESTE PARANAENSE
69600000,SAO PAULO DE OLIVENCA,AM,NORTE,SUDOESTE AMAZONENSE
13049012,CAMPINAS,SP,SUDESTE,CAMPINAS
03806080,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
59138390,NATAL,RN,NORDESTE,LESTE POTIGUAR
13096260,CAMPINAS,SP,SUDESTE,CAMPINAS
13188252,HORTOLANDIA,SP,SUDESTE,CAMPINAS
30710610,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
64000060,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
62410000,BARROQUINHA,CE,NORDESTE,NOROESTE CEARENSE
18775058,IARAS,SP,SUDESTE,BAURU
64004560,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
85050090,GUARAPUAVA,PR,SUL,CENTRO SUL PARANAENSE
64017090,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
22251030,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
76980146,VILHENA,RO,NORTE,LESTE RONDONIENSE
69340970,MUCAJAI,RR,NORTE,SUL DE RORAIMA
03614000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
44003284,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
09845480,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13073076,CAMPINAS,SP,SUDESTE,CAMPINAS
13179133,SUMARE,SP,SUDESTE,CAMPINAS
86010270,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
06330010,CARAPICUIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
59151901,PARNAMIRIM,RN,NORDESTE,LESTE POTIGUAR
17370181,SANTA MARIA DA SERRA,SP,SUDESTE,PIRACICABA
09820050,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
25900007,MAGE,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
04474090,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
07243340,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
18906030,SANTA CRUZ DO RIO PARDO,SP,SUDESTE,ASSIS
58400506,CAMPINA GRANDE,PB,NORDESTE,AGRESTE PARAIBANO
17830000,FLORIDA PAULISTA,SP,SUDESTE,PRESIDENTE PRUDENTE
03819000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
86830000,RIO BOM,PR,SUL,NORTE CENTRAL PARANAENSE
11065110,SANTOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
08235460,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
08793020,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
40020000,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
58068075,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
04462140,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
07112000,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
87505680,UMUARAMA,PR,SUL,NOROESTE PARANAENSE
56215000,SANTA CRUZ,PE,NORDESTE,SERTAO PERNAMBUCANO
18760039,CERQUEIRA CESAR,SP,SUDESTE,BAURU
69082125,MANAUS,AM,NORTE,CENTRO AMAZONENSE
97511452,URUGUAIANA,RS,SUL,SUDOESTE RIO GRANDENSE
87502010,UMUARAMA,PR,SUL,NOROESTE PARANAENSE
81670340,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
87010355,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
25267142,DUQUE DE CAXIAS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
96503130,CACHOEIRA DO SUL,RS,SUL,CENTRO ORIENTAL RIO GRANDENSE
21820030,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
64000360,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
29050653,VITORIA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
11701030,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
06112050,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
25570171,SAO JOAO DE MERITI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
65631030,TIMON,MA,NORDESTE,LESTE MARANHENSE
01220000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04777140,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
